ds,brand,store_type,quantity,unit_price
04-06-2023,Hershey,Online,130,9.32
04-06-2023,Hershey,Retail,85,9.01
04-06-2023,Lindt,Airport,188,9.07
04-06-2023,Lindt,Mall,196,9.09
04-06-2023,Lindt,Online,209,9.16
04-06-2023,Lindt,Retail,109,9.35
04-06-2023,Mars,Airport,196,9.85
04-06-2023,Mars,Mall,191,7.92
04-06-2023,Mars,Online,207,8.8
04-06-2023,Mars,Retail,137,8.84
05-06-2023,Cadbury,Airport,257,8.59
05-06-2023,Cadbury,Mall,179,9.88
05-06-2023,Cadbury,Online,180,8.37
05-06-2023,Cadbury,Retail,155,8.62
05-06-2023,Ferrero,Airport,259,9.1
05-06-2023,Ferrero,Mall,209,8.77
05-06-2023,Ferrero,Online,172,9.04
05-06-2023,Ferrero,Retail,165,8.61
05-06-2023,Godiva,Airport,167,8.84
05-06-2023,Godiva,Mall,166,8.65
05-06-2023,Godiva,Online,171,8.09
05-06-2023,Godiva,Retail,107,9.95
05-06-2023,Hershey,Airport,140,8.99
05-06-2023,Hershey,Mall,133,8.38
05-06-2023,Hershey,Online,148,8.99
05-06-2023,Hershey,Retail,82,9.76
05-06-2023,Lindt,Airport,229,8.54
05-06-2023,Lindt,Mall,237,9.36
05-06-2023,Lindt,Online,202,9.28
05-06-2023,Lindt,Retail,129,8.84
05-06-2023,Mars,Airport,216,9.35
05-06-2023,Mars,Mall,148,8.87
05-06-2023,Mars,Online,181,9.06
05-06-2023,Mars,Retail,174,9.77
06-06-2023,Cadbury,Airport,232,8.63
06-06-2023,Cadbury,Mall,181,9.23
06-06-2023,Cadbury,Online,184,9.15
06-06-2023,Cadbury,Retail,137,9
06-06-2023,Ferrero,Airport,207,9.39
06-06-2023,Ferrero,Mall,214,9.37
06-06-2023,Ferrero,Online,136,8.97
06-06-2023,Ferrero,Retail,129,8.37
06-06-2023,Godiva,Airport,175,9.38
06-06-2023,Godiva,Mall,157,9.63
06-06-2023,Godiva,Online,166,8.54
06-06-2023,Godiva,Retail,100,9.93
06-06-2023,Hershey,Airport,175,9.49
06-06-2023,Hershey,Mall,144,9.09
06-06-2023,Hershey,Online,148,9.33
06-06-2023,Hershey,Retail,106,9.38
06-06-2023,Lindt,Airport,209,8.45
06-06-2023,Lindt,Mall,184,9.04
06-06-2023,Lindt,Online,174,8.77
06-06-2023,Lindt,Retail,151,9.14
06-06-2023,Mars,Airport,210,9.24
06-06-2023,Mars,Mall,186,8.71
06-06-2023,Mars,Online,181,8.57
06-06-2023,Mars,Retail,189,8.93
07-06-2023,Cadbury,Airport,180,9.21
07-06-2023,Cadbury,Mall,225,9.39
07-06-2023,Cadbury,Online,242,8.68
07-06-2023,Cadbury,Retail,152,8.45
07-06-2023,Ferrero,Airport,255,9.23
07-06-2023,Ferrero,Mall,198,8.29
07-06-2023,Ferrero,Online,233,8.93
07-06-2023,Ferrero,Retail,125,8.58
07-06-2023,Godiva,Airport,142,8.9
07-06-2023,Godiva,Mall,147,10.15
07-06-2023,Godiva,Online,184,9.21
07-06-2023,Godiva,Retail,103,8.95
07-06-2023,Hershey,Airport,151,8.57
07-06-2023,Hershey,Mall,140,8.97
07-06-2023,Hershey,Online,163,8.87
07-06-2023,Hershey,Retail,146,8.63
07-06-2023,Lindt,Airport,197,8.78
07-06-2023,Lindt,Mall,242,8.89
07-06-2023,Lindt,Online,187,8.95
07-06-2023,Lindt,Retail,154,8.72
07-06-2023,Mars,Airport,255,8.92
07-06-2023,Mars,Mall,195,8.77
07-06-2023,Mars,Online,172,8.42
07-06-2023,Mars,Retail,128,8.6
08-06-2023,Cadbury,Airport,244,8.87
08-06-2023,Cadbury,Mall,196,9.28
08-06-2023,Cadbury,Online,213,9.05
08-06-2023,Cadbury,Retail,210,9.15
08-06-2023,Ferrero,Airport,265,8.85
08-06-2023,Ferrero,Mall,169,9.64
08-06-2023,Ferrero,Online,178,9.34
08-06-2023,Ferrero,Retail,167,9.49
08-06-2023,Godiva,Airport,213,8.88
08-06-2023,Godiva,Mall,160,9.24
08-06-2023,Godiva,Online,123,10.04
08-06-2023,Godiva,Retail,141,8.71
08-06-2023,Hershey,Airport,153,9.2
08-06-2023,Hershey,Mall,141,9.78
08-06-2023,Hershey,Online,155,9.75
08-06-2023,Hershey,Retail,126,8.83
08-06-2023,Lindt,Airport,232,9.76
08-06-2023,Lindt,Mall,221,9.41
08-06-2023,Lindt,Online,130,8.42
08-06-2023,Lindt,Retail,159,8.35
08-06-2023,Mars,Airport,160,9.14
08-06-2023,Mars,Mall,187,9.44
08-06-2023,Mars,Online,131,8.76
08-06-2023,Mars,Retail,143,9.12
09-06-2023,Cadbury,Airport,259,8.59
09-06-2023,Cadbury,Mall,196,8.81
09-06-2023,Cadbury,Online,179,9.52
09-06-2023,Cadbury,Retail,120,8.56
09-06-2023,Ferrero,Airport,176,9.51
09-06-2023,Ferrero,Mall,203,9.72
09-06-2023,Ferrero,Online,223,8.87
09-06-2023,Ferrero,Retail,129,9.02
09-06-2023,Godiva,Airport,164,9.11
09-06-2023,Godiva,Mall,220,9.46
09-06-2023,Godiva,Online,175,8.51
09-06-2023,Godiva,Retail,139,9.28
09-06-2023,Hershey,Airport,194,9.67
09-06-2023,Hershey,Mall,121,7.69
09-06-2023,Hershey,Online,97,9.21
09-06-2023,Hershey,Retail,132,8.64
09-06-2023,Lindt,Airport,213,9.25
09-06-2023,Lindt,Mall,180,9.53
09-06-2023,Lindt,Online,185,9.01
09-06-2023,Lindt,Retail,86,8.78
09-06-2023,Mars,Airport,208,8.87
09-06-2023,Mars,Mall,114,9.02
09-06-2023,Mars,Online,131,9.27
09-06-2023,Mars,Retail,127,8.13
10-06-2023,Cadbury,Airport,250,9.34
10-06-2023,Cadbury,Mall,249,9.54
10-06-2023,Cadbury,Online,223,9.09
10-06-2023,Cadbury,Retail,165,8.62
10-06-2023,Ferrero,Airport,274,9.46
10-06-2023,Ferrero,Mall,228,8.73
10-06-2023,Ferrero,Online,172,8.86
10-06-2023,Ferrero,Retail,156,9.3
10-06-2023,Godiva,Airport,220,9.04
10-06-2023,Godiva,Mall,231,8.89
10-06-2023,Godiva,Online,170,9.09
10-06-2023,Godiva,Retail,137,8.78
10-06-2023,Hershey,Airport,143,8.87
10-06-2023,Hershey,Mall,145,8.22
10-06-2023,Hershey,Online,128,8.06
10-06-2023,Hershey,Retail,108,9.41
10-06-2023,Lindt,Airport,241,8.81
10-06-2023,Lindt,Mall,185,9.31
10-06-2023,Lindt,Online,168,8.76
10-06-2023,Lindt,Retail,142,8.39
10-06-2023,Mars,Airport,249,8.57
10-06-2023,Mars,Mall,160,9.14
10-06-2023,Mars,Online,148,9.37
10-06-2023,Mars,Retail,137,8.87
11-06-2023,Cadbury,Airport,171,8.69
11-06-2023,Cadbury,Mall,208,8.48
11-06-2023,Cadbury,Online,171,9.23
11-06-2023,Cadbury,Retail,151,9.18
11-06-2023,Ferrero,Airport,235,8.77
11-06-2023,Ferrero,Mall,243,8.12
11-06-2023,Ferrero,Online,161,9.22
11-06-2023,Ferrero,Retail,120,8.76
11-06-2023,Godiva,Airport,155,9.05
11-06-2023,Godiva,Mall,116,8.92
11-06-2023,Godiva,Online,144,9
11-06-2023,Godiva,Retail,99,9
11-06-2023,Hershey,Airport,186,9.3
11-06-2023,Hershey,Mall,138,8.99
11-06-2023,Hershey,Online,125,8.71
11-06-2023,Hershey,Retail,105,9.62
11-06-2023,Lindt,Airport,232,9
11-06-2023,Lindt,Mall,165,9.25
11-06-2023,Lindt,Online,206,8.73
11-06-2023,Lindt,Retail,111,10.28
11-06-2023,Mars,Airport,224,8.96
11-06-2023,Mars,Mall,148,7.9
11-06-2023,Mars,Online,164,9.52
11-06-2023,Mars,Retail,147,10.47
12-06-2023,Cadbury,Airport,204,9.05
12-06-2023,Cadbury,Mall,203,8.6
12-06-2023,Cadbury,Online,189,9.01
12-06-2023,Cadbury,Retail,124,9.65
12-06-2023,Ferrero,Airport,229,9.39
12-06-2023,Ferrero,Mall,158,9.49
12-06-2023,Ferrero,Online,213,8.75
12-06-2023,Ferrero,Retail,148,8.61
12-06-2023,Godiva,Airport,152,9.3
12-06-2023,Godiva,Mall,173,9.03
12-06-2023,Godiva,Online,155,9.62
12-06-2023,Godiva,Retail,128,9.39
12-06-2023,Hershey,Airport,201,8.54
12-06-2023,Hershey,Mall,150,9.68
12-06-2023,Hershey,Online,142,9.34
12-06-2023,Hershey,Retail,135,9.67
12-06-2023,Lindt,Airport,200,9.17
12-06-2023,Lindt,Mall,221,9.51
12-06-2023,Lindt,Online,163,9.19
12-06-2023,Lindt,Retail,123,8.35
12-06-2023,Mars,Airport,225,9.57
12-06-2023,Mars,Mall,212,9.35
12-06-2023,Mars,Online,143,8.94
12-06-2023,Mars,Retail,108,8.95
13-06-2023,Cadbury,Airport,269,8.96
13-06-2023,Cadbury,Mall,199,9.21
13-06-2023,Cadbury,Online,162,8.97
13-06-2023,Cadbury,Retail,115,8.65
13-06-2023,Ferrero,Airport,234,8.77
13-06-2023,Ferrero,Mall,176,8.26
13-06-2023,Ferrero,Online,136,8.71
13-06-2023,Ferrero,Retail,132,9.1
13-06-2023,Godiva,Airport,224,8.47
13-06-2023,Godiva,Mall,147,8.63
13-06-2023,Godiva,Online,171,9.26
13-06-2023,Godiva,Retail,117,9.2
13-06-2023,Hershey,Airport,158,8.7
13-06-2023,Hershey,Mall,140,8.09
13-06-2023,Hershey,Online,175,8.59
13-06-2023,Hershey,Retail,146,8.94
13-06-2023,Lindt,Airport,236,9.52
13-06-2023,Lindt,Mall,143,9.67
13-06-2023,Lindt,Online,150,8.75
13-06-2023,Lindt,Retail,146,9.42
13-06-2023,Mars,Airport,212,9.11
13-06-2023,Mars,Mall,116,10.32
13-06-2023,Mars,Online,155,8.82
13-06-2023,Mars,Retail,138,9.67
14-06-2023,Cadbury,Airport,263,7.86
14-06-2023,Cadbury,Mall,157,9.23
14-06-2023,Cadbury,Online,201,8.62
14-06-2023,Cadbury,Retail,126,8.37
14-06-2023,Ferrero,Airport,261,8.87
14-06-2023,Ferrero,Mall,226,10.14
14-06-2023,Ferrero,Online,192,8.74
14-06-2023,Ferrero,Retail,146,8.66
14-06-2023,Godiva,Airport,133,7.66
14-06-2023,Godiva,Mall,217,9.11
14-06-2023,Godiva,Online,100,9.54
14-06-2023,Godiva,Retail,133,8.65
14-06-2023,Hershey,Airport,193,9.66
14-06-2023,Hershey,Mall,138,9.66
14-06-2023,Hershey,Online,148,8.9
14-06-2023,Hershey,Retail,124,9.14
14-06-2023,Lindt,Airport,246,8.98
14-06-2023,Lindt,Mall,181,9.04
14-06-2023,Lindt,Online,142,9.53
14-06-2023,Lindt,Retail,154,8.73
14-06-2023,Mars,Airport,212,8.38
14-06-2023,Mars,Mall,184,8.52
14-06-2023,Mars,Online,144,8.33
14-06-2023,Mars,Retail,130,8.49
15-06-2023,Cadbury,Airport,233,8.64
15-06-2023,Cadbury,Mall,186,8.17
15-06-2023,Cadbury,Online,191,9.89
15-06-2023,Cadbury,Retail,129,9.25
15-06-2023,Ferrero,Airport,238,8.88
15-06-2023,Ferrero,Mall,189,9.52
15-06-2023,Ferrero,Online,193,8.87
15-06-2023,Ferrero,Retail,133,9.18
15-06-2023,Godiva,Airport,164,8.81
15-06-2023,Godiva,Mall,134,9.78
15-06-2023,Godiva,Online,157,9.42
15-06-2023,Godiva,Retail,122,8.41
15-06-2023,Hershey,Airport,213,9.49
15-06-2023,Hershey,Mall,145,8.51
15-06-2023,Hershey,Online,156,8
15-06-2023,Hershey,Retail,119,8.62
15-06-2023,Lindt,Airport,245,9.25
15-06-2023,Lindt,Mall,227,9.15
15-06-2023,Lindt,Online,184,8.73
15-06-2023,Lindt,Retail,149,8.98
15-06-2023,Mars,Airport,243,9.16
15-06-2023,Mars,Mall,154,8.99
15-06-2023,Mars,Online,238,9.39
15-06-2023,Mars,Retail,138,9.36
16-06-2023,Cadbury,Airport,198,9.28
16-06-2023,Cadbury,Mall,188,8.75
16-06-2023,Cadbury,Online,173,8.2
16-06-2023,Cadbury,Retail,154,9.58
16-06-2023,Ferrero,Airport,254,8.85
16-06-2023,Ferrero,Mall,160,9.32
16-06-2023,Ferrero,Online,178,8.47
16-06-2023,Ferrero,Retail,162,9.79
16-06-2023,Godiva,Airport,189,10.07
16-06-2023,Godiva,Mall,155,9.91
16-06-2023,Godiva,Online,116,10.18
16-06-2023,Godiva,Retail,119,8.83
16-06-2023,Hershey,Airport,176,7.92
16-06-2023,Hershey,Mall,143,8.83
16-06-2023,Hershey,Online,186,8.14
16-06-2023,Hershey,Retail,129,9
16-06-2023,Lindt,Airport,190,8.48
16-06-2023,Lindt,Mall,199,8.74
16-06-2023,Lindt,Online,180,8.15
16-06-2023,Lindt,Retail,152,9.38
16-06-2023,Mars,Airport,186,9.09
16-06-2023,Mars,Mall,151,8.69
16-06-2023,Mars,Online,222,8.61
16-06-2023,Mars,Retail,122,9.95
17-06-2023,Cadbury,Airport,235,9.14
17-06-2023,Cadbury,Mall,203,8.38
17-06-2023,Cadbury,Online,219,9.55
17-06-2023,Cadbury,Retail,146,9.18
17-06-2023,Ferrero,Airport,219,9.16
17-06-2023,Ferrero,Mall,151,8.59
17-06-2023,Ferrero,Online,163,8.67
17-06-2023,Ferrero,Retail,131,9.26
17-06-2023,Godiva,Airport,183,9.22
17-06-2023,Godiva,Mall,194,9.37
17-06-2023,Godiva,Online,158,9.24
17-06-2023,Godiva,Retail,111,8.49
17-06-2023,Hershey,Airport,162,8.51
17-06-2023,Hershey,Mall,152,8.99
17-06-2023,Hershey,Online,124,7.82
17-06-2023,Hershey,Retail,125,8.91
17-06-2023,Lindt,Airport,240,8.41
17-06-2023,Lindt,Mall,196,8.86
17-06-2023,Lindt,Online,190,9.15
17-06-2023,Lindt,Retail,146,8.91
17-06-2023,Mars,Airport,215,8.65
17-06-2023,Mars,Mall,176,8.75
17-06-2023,Mars,Online,170,8.93
17-06-2023,Mars,Retail,101,9.18
18-06-2023,Cadbury,Airport,274,8.97
18-06-2023,Cadbury,Mall,235,9.54
18-06-2023,Cadbury,Online,216,9.06
18-06-2023,Cadbury,Retail,135,8.69
18-06-2023,Ferrero,Airport,267,9.27
18-06-2023,Ferrero,Mall,191,8.77
18-06-2023,Ferrero,Online,200,8.91
18-06-2023,Ferrero,Retail,132,8.79
18-06-2023,Godiva,Airport,138,7.96
18-06-2023,Godiva,Mall,159,9.12
18-06-2023,Godiva,Online,140,8.34
18-06-2023,Godiva,Retail,119,10.05
18-06-2023,Hershey,Airport,130,10.08
18-06-2023,Hershey,Mall,154,8.5
18-06-2023,Hershey,Online,144,8.11
18-06-2023,Hershey,Retail,132,8.82
18-06-2023,Lindt,Airport,145,8.53
18-06-2023,Lindt,Mall,193,8.38
18-06-2023,Lindt,Online,173,9.26
18-06-2023,Lindt,Retail,150,9.83
18-06-2023,Mars,Airport,188,8.37
18-06-2023,Mars,Mall,186,8.99
18-06-2023,Mars,Online,167,8.76
18-06-2023,Mars,Retail,139,8.44
19-06-2023,Cadbury,Airport,261,9.24
19-06-2023,Cadbury,Mall,193,8.88
19-06-2023,Cadbury,Online,215,8.66
19-06-2023,Cadbury,Retail,168,8.82
19-06-2023,Ferrero,Airport,191,8.58
19-06-2023,Ferrero,Mall,181,8.5
19-06-2023,Ferrero,Online,203,8.53
19-06-2023,Ferrero,Retail,134,8.32
19-06-2023,Godiva,Airport,219,8.58
19-06-2023,Godiva,Mall,185,9.39
19-06-2023,Godiva,Online,159,9.66
19-06-2023,Godiva,Retail,105,8.45
19-06-2023,Hershey,Airport,163,9.49
19-06-2023,Hershey,Mall,142,8.28
19-06-2023,Hershey,Online,155,8.71
19-06-2023,Hershey,Retail,106,9.24
19-06-2023,Lindt,Airport,243,8.19
19-06-2023,Lindt,Mall,155,8.92
19-06-2023,Lindt,Online,121,9.5
19-06-2023,Lindt,Retail,167,8.87
19-06-2023,Mars,Airport,207,8.82
19-06-2023,Mars,Mall,179,8.89
19-06-2023,Mars,Online,171,8.42
19-06-2023,Mars,Retail,126,8.92
20-06-2023,Cadbury,Airport,215,9.2
20-06-2023,Cadbury,Mall,193,8.8
20-06-2023,Cadbury,Online,204,9.18
20-06-2023,Cadbury,Retail,142,9.24
20-06-2023,Ferrero,Airport,237,8.93
20-06-2023,Ferrero,Mall,205,9.1
20-06-2023,Ferrero,Online,163,9.49
20-06-2023,Ferrero,Retail,163,9.3
20-06-2023,Godiva,Airport,143,8.79
20-06-2023,Godiva,Mall,162,8.87
20-06-2023,Godiva,Online,154,8.91
20-06-2023,Godiva,Retail,103,9.89
20-06-2023,Hershey,Airport,165,8.94
20-06-2023,Hershey,Mall,142,9.66
20-06-2023,Hershey,Online,142,8.61
20-06-2023,Hershey,Retail,118,8.32
20-06-2023,Lindt,Airport,295,8.95
20-06-2023,Lindt,Mall,227,8.74
20-06-2023,Lindt,Online,106,9.63
20-06-2023,Lindt,Retail,89,7.94
20-06-2023,Mars,Airport,233,9.63
20-06-2023,Mars,Mall,170,8.53
20-06-2023,Mars,Online,158,8.87
20-06-2023,Mars,Retail,121,9.76
21-06-2023,Cadbury,Airport,212,8.27
21-06-2023,Cadbury,Mall,241,8.63
21-06-2023,Cadbury,Online,178,9.16
21-06-2023,Cadbury,Retail,198,8.95
21-06-2023,Ferrero,Airport,251,9.37
21-06-2023,Ferrero,Mall,162,9.79
21-06-2023,Ferrero,Online,221,9.15
21-06-2023,Ferrero,Retail,133,9.9
21-06-2023,Godiva,Airport,229,8.92
21-06-2023,Godiva,Mall,171,9.16
21-06-2023,Godiva,Online,130,9.44
21-06-2023,Godiva,Retail,93,9.19
21-06-2023,Hershey,Airport,220,9.35
21-06-2023,Hershey,Mall,122,8.54
21-06-2023,Hershey,Online,203,9.36
21-06-2023,Hershey,Retail,120,9.56
21-06-2023,Lindt,Airport,213,9.04
21-06-2023,Lindt,Mall,221,8.96
21-06-2023,Lindt,Online,165,9.31
21-06-2023,Lindt,Retail,124,9.44
21-06-2023,Mars,Airport,191,8.59
21-06-2023,Mars,Mall,194,8.68
21-06-2023,Mars,Online,153,8.56
21-06-2023,Mars,Retail,96,9.32
22-06-2023,Cadbury,Airport,219,9.01
22-06-2023,Cadbury,Mall,169,8.93
22-06-2023,Cadbury,Online,233,8.97
22-06-2023,Cadbury,Retail,118,8.55
22-06-2023,Ferrero,Airport,229,8.59
22-06-2023,Ferrero,Mall,222,9.19
22-06-2023,Ferrero,Online,220,8.96
22-06-2023,Ferrero,Retail,144,8.16
22-06-2023,Godiva,Airport,209,7.9
22-06-2023,Godiva,Mall,188,9.08
22-06-2023,Godiva,Online,178,9.01
22-06-2023,Godiva,Retail,122,8.77
22-06-2023,Hershey,Airport,133,8.85
22-06-2023,Hershey,Mall,153,9.14
22-06-2023,Hershey,Online,130,9.46
22-06-2023,Hershey,Retail,119,9.35
22-06-2023,Lindt,Airport,201,9.05
22-06-2023,Lindt,Mall,182,8.75
22-06-2023,Lindt,Online,172,9.1
22-06-2023,Lindt,Retail,115,8.74
22-06-2023,Mars,Airport,270,8.63
22-06-2023,Mars,Mall,156,9.28
22-06-2023,Mars,Online,213,9.7
22-06-2023,Mars,Retail,138,9.5
23-06-2023,Cadbury,Airport,242,9.12
23-06-2023,Cadbury,Mall,196,9.51
23-06-2023,Cadbury,Online,158,9.1
23-06-2023,Cadbury,Retail,134,9.11
23-06-2023,Ferrero,Airport,240,9.19
23-06-2023,Ferrero,Mall,231,8.44
23-06-2023,Ferrero,Online,190,9.73
23-06-2023,Ferrero,Retail,122,9.13
23-06-2023,Godiva,Airport,175,9.2
23-06-2023,Godiva,Mall,207,8.69
23-06-2023,Godiva,Online,157,9.56
23-06-2023,Godiva,Retail,88,8.53
23-06-2023,Hershey,Airport,144,9.53
23-06-2023,Hershey,Mall,124,8.28
23-06-2023,Hershey,Online,156,9.79
23-06-2023,Hershey,Retail,125,9.34
23-06-2023,Lindt,Airport,218,9.96
23-06-2023,Lindt,Mall,173,9.24
23-06-2023,Lindt,Online,156,9.12
23-06-2023,Lindt,Retail,132,8.4
23-06-2023,Mars,Airport,194,9.02
23-06-2023,Mars,Mall,262,8.61
23-06-2023,Mars,Online,158,9.1
23-06-2023,Mars,Retail,136,8.46
24-06-2023,Cadbury,Airport,205,9.48
24-06-2023,Cadbury,Mall,177,9.18
24-06-2023,Cadbury,Online,134,8.42
24-06-2023,Cadbury,Retail,180,8.89
24-06-2023,Ferrero,Airport,275,9.01
24-06-2023,Ferrero,Mall,146,9.01
24-06-2023,Ferrero,Online,185,9.35
24-06-2023,Ferrero,Retail,130,10.1
24-06-2023,Godiva,Airport,185,9.1
24-06-2023,Godiva,Mall,171,8.9
24-06-2023,Godiva,Online,138,8.91
24-06-2023,Godiva,Retail,128,9.23
24-06-2023,Hershey,Airport,140,9.31
24-06-2023,Hershey,Mall,93,8.89
24-06-2023,Hershey,Online,98,9.15
24-06-2023,Hershey,Retail,94,8.96
24-06-2023,Lindt,Airport,169,8.6
24-06-2023,Lindt,Mall,156,9.02
24-06-2023,Lindt,Online,203,8.68
24-06-2023,Lindt,Retail,148,9.22
24-06-2023,Mars,Airport,170,8.58
24-06-2023,Mars,Mall,216,8.88
24-06-2023,Mars,Online,211,8.5
24-06-2023,Mars,Retail,98,9.24
25-06-2023,Cadbury,Airport,227,8.51
25-06-2023,Cadbury,Mall,182,9.1
25-06-2023,Cadbury,Online,157,8.93
25-06-2023,Cadbury,Retail,131,9.09
25-06-2023,Ferrero,Airport,231,9.04
25-06-2023,Ferrero,Mall,156,9.5
25-06-2023,Ferrero,Online,206,9.39
25-06-2023,Ferrero,Retail,171,9.26
25-06-2023,Godiva,Airport,155,9.43
25-06-2023,Godiva,Mall,163,9.1
25-06-2023,Godiva,Online,140,8.3
25-06-2023,Godiva,Retail,99,8.95
25-06-2023,Hershey,Airport,170,8.48
25-06-2023,Hershey,Mall,140,8.69
25-06-2023,Hershey,Online,150,8.33
25-06-2023,Hershey,Retail,91,7.86
25-06-2023,Lindt,Airport,197,9.34
25-06-2023,Lindt,Mall,219,8.56
25-06-2023,Lindt,Online,202,8.7
25-06-2023,Lindt,Retail,113,9.13
25-06-2023,Mars,Airport,194,9.22
25-06-2023,Mars,Mall,172,8.88
25-06-2023,Mars,Online,198,8.96
25-06-2023,Mars,Retail,163,9.59
26-06-2023,Cadbury,Airport,231,8.69
26-06-2023,Cadbury,Mall,212,9.08
26-06-2023,Cadbury,Online,189,8.8
26-06-2023,Cadbury,Retail,147,8.84
26-06-2023,Ferrero,Airport,218,8.55
26-06-2023,Ferrero,Mall,219,8.69
26-06-2023,Ferrero,Online,193,9.49
26-06-2023,Ferrero,Retail,121,8.43
26-06-2023,Godiva,Airport,205,8.65
26-06-2023,Godiva,Mall,140,8.17
26-06-2023,Godiva,Online,147,9.19
26-06-2023,Godiva,Retail,83,9.11
26-06-2023,Hershey,Airport,177,9.15
26-06-2023,Hershey,Mall,125,9.06
26-06-2023,Hershey,Online,156,8.64
26-06-2023,Hershey,Retail,99,8.43
26-06-2023,Lindt,Airport,215,8.21
26-06-2023,Lindt,Mall,188,8.61
26-06-2023,Lindt,Online,185,8.71
26-06-2023,Lindt,Retail,119,8.28
26-06-2023,Mars,Airport,182,9.03
26-06-2023,Mars,Mall,152,8.99
26-06-2023,Mars,Online,169,9.52
26-06-2023,Mars,Retail,70,8.85
27-06-2023,Cadbury,Airport,256,9.43
27-06-2023,Cadbury,Mall,172,9.04
27-06-2023,Cadbury,Online,175,9.55
27-06-2023,Cadbury,Retail,152,8.45
27-06-2023,Ferrero,Airport,229,9.05
27-06-2023,Ferrero,Mall,205,8.97
27-06-2023,Ferrero,Online,184,8.4
27-06-2023,Ferrero,Retail,141,8.52
27-06-2023,Godiva,Airport,162,8.77
27-06-2023,Godiva,Mall,139,9.27
27-06-2023,Godiva,Online,192,8.71
27-06-2023,Godiva,Retail,102,8.95
27-06-2023,Hershey,Airport,221,8.54
27-06-2023,Hershey,Mall,125,8.88
27-06-2023,Hershey,Online,132,7.99
27-06-2023,Hershey,Retail,100,8.35
27-06-2023,Lindt,Airport,171,9.1
27-06-2023,Lindt,Mall,161,9.09
27-06-2023,Lindt,Online,208,8.48
27-06-2023,Lindt,Retail,149,9.02
27-06-2023,Mars,Airport,212,8.01
27-06-2023,Mars,Mall,207,9.36
27-06-2023,Mars,Online,168,8.4
27-06-2023,Mars,Retail,143,8.75
28-06-2023,Cadbury,Airport,231,9.27
28-06-2023,Cadbury,Mall,248,9.28
28-06-2023,Cadbury,Online,146,9.31
28-06-2023,Cadbury,Retail,140,8.82
28-06-2023,Ferrero,Airport,289,9.08
28-06-2023,Ferrero,Mall,231,8.98
28-06-2023,Ferrero,Online,141,8.9
28-06-2023,Ferrero,Retail,162,8.88
28-06-2023,Godiva,Airport,168,9.37
28-06-2023,Godiva,Mall,173,9.55
28-06-2023,Godiva,Online,177,8.69
28-06-2023,Godiva,Retail,105,9.48
28-06-2023,Hershey,Airport,170,9.5
28-06-2023,Hershey,Mall,158,9.11
28-06-2023,Hershey,Online,147,8.48
28-06-2023,Hershey,Retail,133,8.64
28-06-2023,Lindt,Airport,190,8.71
28-06-2023,Lindt,Mall,150,8.54
28-06-2023,Lindt,Online,151,8.83
28-06-2023,Lindt,Retail,180,9.87
28-06-2023,Mars,Airport,215,9.07
28-06-2023,Mars,Mall,159,8.1
28-06-2023,Mars,Online,115,9.41
28-06-2023,Mars,Retail,118,9.9
29-06-2023,Cadbury,Airport,241,8.98
29-06-2023,Cadbury,Mall,239,8.8
29-06-2023,Cadbury,Online,151,9.18
29-06-2023,Cadbury,Retail,175,9.8
29-06-2023,Ferrero,Airport,246,8.84
29-06-2023,Ferrero,Mall,200,8.63
29-06-2023,Ferrero,Online,181,9.2
29-06-2023,Ferrero,Retail,164,9.47
29-06-2023,Godiva,Airport,226,8.43
29-06-2023,Godiva,Mall,188,8.75
29-06-2023,Godiva,Online,121,8.38
29-06-2023,Godiva,Retail,189,9.02
29-06-2023,Hershey,Airport,179,8.71
29-06-2023,Hershey,Mall,152,9.21
29-06-2023,Hershey,Online,97,8.15
29-06-2023,Hershey,Retail,99,8.54
29-06-2023,Lindt,Airport,191,9.03
29-06-2023,Lindt,Mall,177,8.74
29-06-2023,Lindt,Online,142,9.42
29-06-2023,Lindt,Retail,136,7.88
29-06-2023,Mars,Airport,185,8.78
29-06-2023,Mars,Mall,139,8.8
29-06-2023,Mars,Online,191,8.6
29-06-2023,Mars,Retail,162,9.14
30-06-2023,Cadbury,Airport,233,9.42
30-06-2023,Cadbury,Mall,200,9.41
30-06-2023,Cadbury,Online,186,8.36
30-06-2023,Cadbury,Retail,147,8.27
30-06-2023,Ferrero,Airport,250,8.88
30-06-2023,Ferrero,Mall,207,9.33
30-06-2023,Ferrero,Online,180,8.7
30-06-2023,Ferrero,Retail,105,8.8
30-06-2023,Godiva,Airport,232,8.65
30-06-2023,Godiva,Mall,133,8.67
30-06-2023,Godiva,Online,151,9.75
30-06-2023,Godiva,Retail,110,9.53
30-06-2023,Hershey,Airport,226,9.18
30-06-2023,Hershey,Mall,172,8.55
30-06-2023,Hershey,Online,154,8.95
30-06-2023,Hershey,Retail,100,9.45
30-06-2023,Lindt,Airport,205,8.9
30-06-2023,Lindt,Mall,179,9.4
30-06-2023,Lindt,Online,139,9.33
30-06-2023,Lindt,Retail,92,8.74
30-06-2023,Mars,Airport,226,8.82
30-06-2023,Mars,Mall,189,8.21
30-06-2023,Mars,Online,171,8.66
30-06-2023,Mars,Retail,143,9.55
01-07-2023,Cadbury,Airport,219,8.44
01-07-2023,Cadbury,Mall,163,9.3
01-07-2023,Cadbury,Online,223,9.02
01-07-2023,Cadbury,Retail,116,8.37
